Order Date,Segment,Market,Sales,Profit
2012-11-06,Consumer,EU,375.9,30.03
2012-01-09,Consumer,EU,1022.04,61.2
2014-10-28,Consumer,APAC,1038.339,149.76899999999998
2014-03-25,Consumer,EU,764.8199999999999,7.56
2012-09-14,Corporate,EU,428.7600000000001,57.06
2014-03-31,Consumer,EU,462.348,-46.332
2014-10-17,Home Office,APAC,476.49,47.46
2013-06-14,Home Office,APAC,861.6000000000001,275.7
2011-04-26,Home Office,EMEA,412.56,-392.04
2011-03-21,Consumer,LATAM,256.16664000000003,86.72664
2014-06-18,Corporate,EU,618.72,37.08
2012-12-28,Corporate,APAC,438.3,179.64
2014-07-09,Consumer,US,786.48,385.3752
2013-02-19,Consumer,LATAM,749.72,22.48
2012-03-29,Corporate,LATAM,744.0,186.0
2014-02-10,Consumer,APAC,602.3807999999999,114.70080000000009
2012-12-10,Corporate,US,801.96,200.49
2012-10-23,Consumer,US,842.3520000000001,42.11760000000004
2014-06-20,Corporate,Africa,460.44,64.44
2014-12-27,Consumer,LATAM,533.67912,-73.28088000000007
2013-02-06,Consumer,APAC,998.1,419.13
2014-06-10,Consumer,EU,840.9000000000001,75.60000000000001
2013-03-27,Corporate,APAC,1028.9175000000002,-221.6325
2011-10-27,Consumer,LATAM,381.76,87.76
2011-09-02,Consumer,EU,1236.465,302.17500000000007
2014-04-14,Corporate,EU,159.84,-58.62000000000002
2011-12-07,Home Office,US,164.88,80.7912
2014-02-07,Corporate,LATAM,616.4,43.1
2013-02-25,Home Office,EU,423.3,186.24
2013-08-06,Home Office,EU,1026.24,430.92
2014-05-15,Home Office,APAC,488.04,180.54
2012-04-13,Consumer,US,479.92,41.99300000000001
2012-06-09,Corporate,APAC,366.21,36.54
2014-06-13,Home Office,APAC,1071.84,107.1
2012-10-10,Corporate,US,362.136,-54.32039999999998
2012-11-07,Corporate,EMEA,627.12,106.56
2011-11-05,Corporate,EMEA,909.0,372.6
2013-08-19,Corporate,APAC,674.4,-40.559999999999945
2013-09-17,Home Office,APAC,1391.04,556.38
2013-07-18,Corporate,US,597.0,280.59000000000003
2013-07-17,Consumer,LATAM,308.112,-128.408
2011-06-02,Consumer,LATAM,1502.784,413.1839999999999
2013-07-19,Corporate,LATAM,663.11112,111.51111999999998
2013-03-09,Consumer,US,1363.96,85.2475
2014-08-23,Home Office,US,314.532,-83.87520000000004
2014-11-26,Consumer,APAC,527.16,0.0
2014-08-27,Corporate,APAC,880.416,44.01599999999996
2013-06-20,Corporate,APAC,808.92,161.7
2013-10-29,Consumer,LATAM,349.9440000000001,-443.296
2012-06-15,Corporate,EMEA,224.39999999999995,105.42
2013-04-07,Corporate,EU,593.73,-296.97
2012-09-13,Consumer,LATAM,1011.972,58.772000000000006
2014-03-25,Consumer,LATAM,332.496,-210.624
2012-09-03,Consumer,LATAM,204.96,-58.10000000000001
2013-08-20,Home Office,Canada,587.76,146.88
2014-10-23,Corporate,EU,427.4099999999999,132.48000000000002
2014-06-16,Consumer,EU,426.9719999999999,-50.35799999999999
2014-03-17,Home Office,EU,344.169,-34.461
2011-07-26,Consumer,US,911.984,113.9979999999999
2014-11-20,Corporate,EU,933.21,27.99
2014-10-24,Consumer,US,863.8799999999999,107.98499999999996
2012-06-26,Corporate,EU,622.5000000000001,80.88
2014-04-08,Corporate,APAC,736.5,265.05
2013-11-01,Home Office,EU,990.15,475.23
2012-08-05,Home Office,EU,571.4549999999999,215.865
2014-11-22,Consumer,EU,674.2439999999999,217.224
2013-08-22,Consumer,US,573.174,63.68599999999998
2012-09-04,Consumer,US,619.9499999999999,111.59099999999997
2013-03-01,Home Office,EU,370.575,115.27499999999998
2012-09-28,Consumer,APAC,427.4099999999999,4.23
2011-05-02,Consumer,EMEA,266.28,117.12
2014-12-29,Consumer,EMEA,687.48,185.52
2014-11-26,Corporate,US,701.96,168.47040000000004
2014-08-29,Consumer,EU,851.7,51.0
2011-02-10,Home Office,EU,214.608,-220.032
2011-11-04,Consumer,US,666.344,66.63439999999997
2014-10-24,Consumer,LATAM,987.7,59.21999999999999
2013-06-18,Corporate,LATAM,704.92,190.32
2013-01-01,Consumer,EU,299.052,116.292
2011-12-16,Consumer,APAC,362.88,166.74
2014-08-25,Consumer,Canada,829.3199999999999,215.52
2012-08-24,Consumer,EU,404.51400000000007,89.87399999999998
2012-04-16,Home Office,Canada,558.42,0.0
2013-09-16,Home Office,APAC,347.49,-11.61
2011-02-28,Home Office,APAC,311.07,-224.01
2012-06-07,Consumer,EU,285.804,-6.756
2011-10-10,Corporate,APAC,1050.48,94.44
2011-03-01,Consumer,EMEA,1244.16,211.5
2012-11-23,Consumer,EU,879.0600000000001,114.24
2011-02-15,Corporate,EU,727.536,-81.86399999999998
2014-05-27,Corporate,APAC,762.615,288.015
2014-05-28,Home Office,APAC,662.1749999999998,264.825
2013-11-28,Corporate,LATAM,450.16,118.16
2013-09-03,Home Office,EMEA,558.0,-446.4
2013-07-12,Consumer,LATAM,1430.7727200000002,68.77272
2013-12-03,Consumer,LATAM,347.232,-179.48800000000006
2014-08-25,Consumer,APAC,982.125,87.25500000000002
2012-04-30,Consumer,LATAM,657.3960000000001,21.815999999999985
2013-09-26,Corporate,EU,662.112,-386.448
2012-09-01,Home Office,EU,765.6390000000001,314.559
2013-11-25,Consumer,US,297.576,-7.439400000000035
2014-03-10,Consumer,APAC,1230.66,24.57
2014-10-31,Consumer,APAC,676.9727999999999,120.53280000000004
2012-09-10,Corporate,LATAM,396.408,-125.55199999999998
2014-08-07,Corporate,EU,242.838,-13.541999999999998
2011-10-26,Consumer,LATAM,596.1959999999998,-79.52399999999997
2014-05-12,Consumer,LATAM,508.2614400000001,192.50144
2014-09-11,Consumer,LATAM,870.24,295.88
2014-04-06,Consumer,EU,327.981,34.701
2014-06-18,Consumer,APAC,963.36,154.07999999999998
2012-05-31,Consumer,APAC,346.74,-20.819999999999997
2012-11-13,Consumer,APAC,492.2729999999999,154.05300000000005
2013-04-15,Consumer,US,383.8,38.37999999999998
2012-08-16,Corporate,US,519.792,-112.62159999999994
2013-10-16,Consumer,LATAM,764.8000000000002,0.0
2011-12-26,Corporate,US,218.35200000000003,-24.5646
2011-09-20,Consumer,EU,177.984,-5.976000000000001
2013-04-10,Consumer,US,556.665,6.549000000000021
2014-07-25,Corporate,EU,1016.1,314.85
2012-05-31,Corporate,APAC,306.072,-0.0480000000000018
2012-11-10,Corporate,US,714.3000000000001,207.14699999999996
2013-11-04,Home Office,LATAM,706.32,-459.1800000000001
2011-08-16,Consumer,EU,669.33,289.98
2012-04-11,Consumer,US,639.9680000000001,215.9892
2012-07-20,Corporate,EU,735.0479999999999,-32.71199999999998
2012-10-09,Corporate,APAC,786.2868,-563.8032000000001
2013-04-02,Corporate,APAC,517.347,109.10699999999996
2012-12-17,Consumer,Africa,1250.0400000000002,12.48
2012-06-29,Consumer,APAC,529.0005,76.4505
2013-06-05,Consumer,EMEA,1057.32,274.86
2013-04-02,Consumer,US,161.94,9.716399999999991
2011-07-16,Consumer,EMEA,267.912,-127.308
2014-08-26,Home Office,LATAM,234.9,49.29999999999999
2014-08-13,Home Office,APAC,560.5200000000001,-210.24
2011-03-28,Home Office,US,302.376,22.678200000000015
2011-03-14,Consumer,EU,230.256,20.435999999999996
2011-11-03,Corporate,APAC,880.95,0.0
2014-11-18,Corporate,US,1247.64,349.33919999999995
2012-02-02,Consumer,EU,298.43999999999994,71.46000000000001
2011-12-01,Consumer,US,659.9879999999999,109.998
2012-09-13,Consumer,LATAM,650.72,299.28000000000003
2011-12-03,Corporate,EU,379.44,128.88
2014-09-25,Consumer,EU,955.62,391.77
2013-06-25,Corporate,EU,623.43,41.42999999999989
2014-06-24,Consumer,EU,868.8420000000001,66.76199999999994
2014-11-18,Consumer,APAC,654.24,268.23
2012-03-21,Consumer,LATAM,394.98,15.779999999999998
2014-08-16,Corporate,APAC,457.94999999999993,13.71
2011-06-15,Corporate,US,797.944,-56.99599999999998
2013-09-12,Corporate,EU,653.1750000000001,-457.24500000000006
2011-08-15,Consumer,EU,168.81,64.14
2012-06-18,Consumer,APAC,328.644,51.084
2012-08-14,Consumer,Africa,816.5999999999999,212.28000000000003
2014-10-09,Corporate,APAC,1116.45,37.04999999999998
2014-08-14,Home Office,EU,351.09000000000003,84.24
2011-09-27,Consumer,APAC,1022.04,40.86
2013-08-14,Corporate,APAC,333.48,126.72
2013-03-04,Corporate,EMEA,637.35,70.08
2012-07-20,Consumer,US,831.2,124.68000000000004
2011-03-16,Home Office,US,471.92,29.49500000000002
2013-05-27,Consumer,APAC,1094.5449,270.6849
2014-07-10,Consumer,APAC,363.8466000000001,-89.75340000000004
2014-09-22,Corporate,EU,833.328,92.538
2012-03-14,Corporate,APAC,713.61,342.36
2012-04-02,Home Office,Africa,636.3,139.98
2011-06-16,Home Office,EU,605.1,266.1
2014-12-03,Consumer,APAC,464.778,98.11799999999998
2014-11-03,Corporate,US,859.1999999999999,-186.16
2011-07-27,Corporate,EU,173.304,-69.33600000000001
2013-10-14,Consumer,EMEA,224.748,-232.27199999999996
2014-01-26,Home Office,EMEA,332.2800000000001,43.14
2012-10-26,Corporate,APAC,498.36,119.52
2014-12-29,Corporate,EMEA,209.76,-209.76
2012-09-14,Consumer,APAC,515.52,108.24
2013-07-25,Consumer,EMEA,537.408,-134.35199999999998
2011-11-05,Consumer,EU,931.446,103.446
2013-06-28,Consumer,LATAM,189.522,-435.918
2014-10-18,Consumer,EU,509.7600000000001,234.36
2014-01-03,Corporate,APAC,634.8000000000001,171.29999999999998
2011-04-07,Corporate,EU,537.5160000000001,220.836
2011-10-15,Corporate,APAC,928.17,389.79
2013-11-08,Corporate,LATAM,549.48,203.28
2013-09-18,Consumer,EU,573.21,137.51999999999998
2013-08-06,Corporate,APAC,711.12,263.1
2013-09-12,Corporate,US,728.946,-157.93830000000008
2014-03-12,Consumer,APAC,735.8400000000001,201.59999999999985
2013-09-30,Consumer,APAC,553.0895999999999,249.7296
2014-02-19,Consumer,APAC,341.9982,80.81819999999999
2013-02-21,Home Office,US,432.456,32.434200000000004
2014-09-03,Corporate,EU,779.22,31.14
2013-06-27,Home Office,US,368.91,180.7659
2012-05-17,Consumer,APAC,365.958,48.708000000000006
2012-09-15,Corporate,APAC,716.85,250.8
2011-10-20,Consumer,Africa,808.9200000000001,177.66000000000005
2013-02-19,Corporate,Africa,849.6000000000001,144.36
2013-05-27,Corporate,EU,1062.81,265.65000000000003
2013-01-21,Consumer,Canada,410.88,78.0
2011-10-27,Home Office,EU,590.22,259.65000000000003
2014-09-22,Consumer,APAC,512.91,0.0
2013-06-25,Consumer,APAC,477.576,169.776
2014-09-02,Corporate,APAC,695.8799999999999,-167.03999999999996
2014-06-10,Consumer,LATAM,519.93804,217.71804000000003
2011-05-06,Corporate,LATAM,187.88,16.880000000000003
2012-11-05,Home Office,EU,304.92,109.62
2012-08-02,Consumer,APAC,331.45199999999994,88.18200000000002
2013-09-26,Home Office,LATAM,548.28,180.92
2014-09-23,Corporate,APAC,927.84,64.92
2014-10-21,Corporate,APAC,648.0,265.6
2012-09-13,Corporate,US,209.7,100.656
2013-10-29,Consumer,APAC,469.2156,67.81560000000002
2014-01-16,Consumer,EMEA,674.4,303.48
2014-10-14,Corporate,EU,1072.86,182.34
2012-12-28,Consumer,LATAM,582.0,218.22000000000003
2011-11-23,Home Office,LATAM,269.28,123.84
2014-03-10,Home Office,APAC,292.43999999999994,-81.95999999999995
2014-06-30,Consumer,APAC,385.02,126.99
2013-07-25,Corporate,LATAM,238.4824,-24.81760000000004
2011-02-23,Consumer,LATAM,157.84000000000003,-0.0600000000000079
2013-06-19,Consumer,LATAM,447.7427199999999,178.54272
2013-05-03,Consumer,APAC,1154.9616,417.4416
2012-08-23,Home Office,APAC,439.56,61.38
2013-08-29,Consumer,EU,434.04,160.56
2014-11-26,Home Office,US,501.81000000000006,0.0
2012-01-11,Consumer,APAC,1039.32,301.32
2012-01-04,Consumer,APAC,142.9758,48.20579999999999
2013-06-24,Home Office,LATAM,286.46400000000006,42.94399999999998
2011-11-22,Consumer,EU,142.82999999999998,41.400000000000006
2013-10-04,Corporate,EU,437.6700000000001,65.61
2011-06-29,Corporate,APAC,460.593,132.993
2012-09-05,Consumer,APAC,313.9641,86.98409999999996
2014-10-10,Consumer,APAC,538.3800000000001,-506.2500000000001
2014-07-29,Consumer,EMEA,489.0,97.8
2013-06-27,Consumer,APAC,551.76,215.16
2011-08-12,Consumer,EU,597.0,184.95
2014-12-06,Consumer,APAC,1654.668,165.34800000000007
2012-06-10,Consumer,LATAM,495.4200000000001,99.06000000000002
2014-12-13,Consumer,EU,311.01,102.48
2013-08-09,Consumer,EU,762.48,304.9200000000001
2012-02-13,Consumer,APAC,593.892,-39.708
2013-12-06,Consumer,US,191.82,74.8098
2014-10-16,Consumer,LATAM,207.89999999999995,101.7
2014-02-27,Corporate,EMEA,585.06,0.0
2014-12-29,Consumer,EU,400.9500000000001,13.229999999999984
2011-02-10,Consumer,APAC,304.71000000000004,2.9400000000000004
2012-02-13,Corporate,EMEA,530.52,26.52
2014-11-10,Corporate,LATAM,718.0186,-314.68140000000005
2013-07-08,Corporate,APAC,641.9999999999999,179.7
2012-08-07,Corporate,US,494.97,148.49099999999996
2014-09-20,Consumer,EU,734.3999999999999,247.86
2011-09-18,Consumer,EU,517.86,160.46999999999997
2013-12-30,Consumer,US,754.4499999999999,60.35600000000002
2013-09-30,Consumer,LATAM,388.60800000000006,-330.352
2011-03-25,Home Office,EU,149.21999999999997,35.730000000000004
2014-09-06,Home Office,EU,351.09000000000003,-93.66000000000004
2014-11-06,Consumer,EU,538.755,-146.26500000000004
2013-11-22,Consumer,LATAM,418.2651199999999,-148.29487999999998
2012-07-11,Consumer,EU,906.24,235.44
2012-08-21,Corporate,APAC,847.53,194.85
2013-05-09,Home Office,LATAM,1213.758,-216.042
2011-11-16,Home Office,Africa,288.66,89.46000000000001
2014-04-15,Consumer,EU,483.5700000000001,57.78
2014-10-02,Corporate,APAC,475.2486,-15.341400000000007
2013-09-09,Corporate,APAC,372.96,167.79
2013-04-20,Consumer,EMEA,182.07,40.05
2013-01-29,Corporate,EMEA,642.0600000000001,154.07999999999998
2012-12-12,Consumer,US,299.94,128.97420000000002
2014-07-14,Corporate,US,360.38,93.6988
2012-05-28,Corporate,Africa,589.3199999999999,93.96
2012-11-27,Home Office,EMEA,694.8,340.32
2013-05-18,Consumer,EU,240.96000000000004,45.6
2014-02-13,Corporate,APAC,352.79999999999995,165.72
2013-10-18,Home Office,US,449.97,220.4853
2013-11-01,Home Office,EMEA,1122.6,67.32000000000001
2011-11-28,Consumer,APAC,871.1819999999999,-387.258
2011-04-29,Corporate,US,561.5840000000001,70.19799999999992
2012-04-25,Corporate,APAC,315.63,47.25
2013-10-29,Consumer,APAC,367.902,151.18200000000002
2013-03-14,Corporate,US,539.91,-116.98049999999998
2013-12-10,Home Office,LATAM,1176.0,0.0
2014-11-30,Corporate,APAC,641.9999999999999,179.7
2014-11-23,Corporate,LATAM,484.52,58.120000000000005
2014-03-14,Consumer,EU,615.7200000000001,-69.30000000000004
2014-09-11,Corporate,US,362.352,27.17640000000001
2012-08-24,Consumer,EU,866.5200000000001,138.60000000000002
2011-09-14,Corporate,LATAM,597.96168,64.68168
2012-08-03,Home Office,EU,720.0,21.6
2013-09-20,Home Office,LATAM,755.26644,225.46644
2013-11-04,Consumer,US,217.58400000000003,-29.91780000000002
2012-10-29,Corporate,EMEA,262.14000000000004,23.58
2011-07-09,Consumer,EU,1057.38,412.32
2014-10-23,Consumer,US,333.09000000000003,23.316299999999984
2011-06-17,Consumer,LATAM,327.12,42.48
2013-06-29,Consumer,US,275.24,121.1056
2013-05-16,Corporate,APAC,707.52,297.12
2013-12-12,Corporate,EU,1019.52,264.87
2014-08-19,Corporate,EU,256.86,-251.82
2014-01-06,Consumer,APAC,511.68,30.6
2014-05-10,Home Office,US,286.85,63.107
2012-05-28,Consumer,APAC,990.432,-173.358
2014-01-31,Home Office,APAC,316.44000000000005,117.0
2014-04-18,Consumer,APAC,1451.511,-256.149
2011-06-17,Corporate,LATAM,960.64,278.56
2011-10-14,Consumer,US,177.0,30.089999999999986
2014-11-21,Consumer,LATAM,346.08000000000004,-207.68
2014-04-22,Consumer,Africa,148.32,66.72
2013-05-21,Consumer,LATAM,492.4200000000001,211.73999999999995
2011-05-04,Consumer,EU,379.0799999999999,26.52
2012-08-09,Home Office,US,687.4,48.11799999999998
2013-07-15,Home Office,EU,154.17000000000002,44.64
2012-03-06,Consumer,EU,993.615,-397.635
2014-12-23,Home Office,APAC,381.456,139.77599999999998
2012-05-01,Corporate,APAC,384.9120000000001,12.791999999999994
2013-06-18,Consumer,US,266.35200000000003,-13.317600000000011
2013-04-26,Consumer,Africa,437.61,210.03000000000003
2013-06-25,Consumer,LATAM,773.6496,99.0896
2012-07-30,Corporate,EU,885.168,-88.75200000000001
2014-11-08,Consumer,LATAM,751.8720000000001,56.351999999999954
2013-08-10,Corporate,EU,455.04,4.32
2014-06-12,Consumer,LATAM,209.01296,-7.707039999999983
2014-08-02,Consumer,EU,604.92,217.74
2014-03-19,Consumer,EU,453.12000000000006,117.72
2014-04-04,Consumer,EU,380.97,143.91000000000005
2013-11-28,Consumer,LATAM,513.52,77.0
2013-07-19,Corporate,LATAM,489.2,92.9
2013-03-21,Home Office,US,697.16,146.40359999999998
2012-04-05,Corporate,APAC,328.5306,-59.4294
2011-10-07,Consumer,APAC,740.4599999999999,21.120000000000005
2014-11-12,Consumer,LATAM,652.3726399999999,129.41264
2011-12-26,Home Office,US,600.558,-8.579400000000078
2014-09-05,Consumer,LATAM,284.37012,22.17012
2014-01-04,Corporate,APAC,327.58019999999993,-76.3398
2014-03-12,Home Office,US,776.8499999999999,-181.265
2014-06-23,Consumer,LATAM,493.8,64.08
2012-07-13,Consumer,EU,241.78500000000005,5.234999999999996
2011-04-05,Corporate,APAC,676.368,-76.21200000000002
2013-09-30,Consumer,APAC,183.789,55.089
2012-06-09,Corporate,APAC,594.1638,-28.6362
2012-08-29,Consumer,EU,876.3000000000001,227.82
2013-09-25,Corporate,EU,460.971,-5.139000000000003
2014-03-24,Consumer,LATAM,379.7,174.60000000000002
2014-10-28,Home Office,LATAM,1600.9600000000005,368.16
2011-12-06,Home Office,EU,1234.2779999999996,370.2780000000001
2014-06-16,Consumer,LATAM,560.6,61.6
2014-12-29,Corporate,LATAM,328.8,147.8
2013-10-02,Corporate,APAC,954.7199999999998,-413.7600000000001
2013-06-17,Corporate,LATAM,289.92,-135.32000000000002
2013-06-12,Consumer,APAC,243.747,-6.693000000000012
2013-02-06,Consumer,Africa,1582.38,680.4
2012-05-12,Consumer,EU,508.32,203.28000000000003
2012-12-15,Corporate,APAC,448.2000000000001,40.23
2014-12-02,Home Office,US,897.1500000000001,251.20200000000003
2013-11-11,Consumer,EU,953.8200000000004,-1557.9899999999998
2013-12-03,Consumer,APAC,540.4319999999999,108.072
2011-12-08,Home Office,APAC,852.8130000000001,-170.577
2014-11-19,Consumer,LATAM,606.6396000000001,28.83959999999997
2014-12-04,Home Office,APAC,398.61,15.93
2014-07-31,Home Office,LATAM,876.3,359.28
2014-10-13,Home Office,APAC,724.1039999999999,-84.57600000000002
2014-11-18,Consumer,EU,710.964,-7.956000000000017
2013-11-30,Consumer,APAC,220.5144,39.7944
2013-09-25,Corporate,US,563.24,56.32400000000001
2011-01-10,Corporate,EMEA,154.98,54.17999999999999
2011-12-21,Corporate,APAC,220.56,110.28
2014-04-15,Consumer,EU,597.66,101.43
2011-10-25,Home Office,APAC,195.66,68.39999999999999
2014-08-26,Consumer,EMEA,272.76000000000005,57.24
2011-01-19,Home Office,EU,145.26,43.56
2012-09-07,Consumer,Africa,573.696,229.476
2014-05-19,Consumer,EU,283.611,43.37100000000001
2014-05-29,Corporate,Africa,380.97,143.91000000000005
2012-02-21,Consumer,LATAM,265.30000000000007,39.75999999999999
2014-04-07,Consumer,LATAM,339.6,50.940000000000005
2013-12-24,Consumer,EU,356.238,-0.0420000000000015
2013-12-11,Corporate,APAC,262.4274,101.5674
2014-09-30,Consumer,EMEA,303.3,33.300000000000004
2013-12-16,Home Office,APAC,589.2,212.04
2011-11-19,Corporate,EU,158.99999999999997,6.36
2013-10-21,Consumer,APAC,975.186,119.166
2011-10-14,Corporate,LATAM,700.4046000000001,-80.79540000000001
2013-12-23,Consumer,APAC,498.96,74.79
2011-06-06,Corporate,EU,236.88,82.80000000000001
2012-11-15,Consumer,APAC,229.52160000000003,3.621600000000001
2012-05-08,Consumer,APAC,1145.28,228.96
2012-03-22,Corporate,APAC,511.44,-191.88
2012-10-20,Home Office,APAC,369.45,84.96000000000001
2013-01-14,Consumer,US,315.77600000000007,31.577600000000015
2012-04-26,Consumer,EU,334.611,148.671
2014-05-21,Home Office,US,518.272,-97.17600000000007
2014-06-25,Home Office,EU,1631.916,-504.5039999999998
2013-08-28,Consumer,APAC,666.225,-80.02500000000009
2014-05-30,Corporate,EU,1119.582,198.88200000000003
2012-09-18,Corporate,US,636.86,0.0
2014-10-24,Corporate,LATAM,826.2,181.74
2014-03-22,Consumer,US,725.84,210.4935999999999
2013-11-27,Consumer,APAC,417.4200000000001,45.9
2011-05-30,Corporate,US,719.9760000000001,134.9955
2014-05-27,Corporate,APAC,1035.84,455.76
2014-11-13,Consumer,EU,336.39300000000003,70.98299999999998
2014-03-21,Consumer,US,274.064,102.774
2012-12-03,Corporate,LATAM,848.28,25.44
2014-09-05,Consumer,EU,714.3120000000001,55.51199999999999
2014-08-26,Home Office,APAC,209.592,-55.908
2013-08-27,Consumer,EU,394.98,35.52
2014-11-28,Consumer,APAC,372.168,16.488
2012-08-24,Consumer,US,435.504,48.99419999999992
2012-03-07,Consumer,EU,603.72,-6.780000000000001
2011-07-27,Consumer,US,238.0,38.08000000000001
2013-09-28,Corporate,EMEA,624.24,-702.3599999999999
2014-11-27,Corporate,EU,138.45000000000002,10.95
2012-05-14,Corporate,EU,793.6800000000001,134.88
2011-10-08,Home Office,APAC,853.5,102.3
2013-12-26,Corporate,US,866.646,173.3292
2011-12-15,Consumer,APAC,391.5450000000001,-274.095
2013-09-27,Home Office,EU,467.289,-26.001
2014-02-27,Consumer,EU,757.32,371.04
2013-06-15,Consumer,EU,1345.3289999999995,328.77900000000005
2014-02-13,Consumer,APAC,681.1505999999999,21.810599999999997
2014-12-15,Consumer,LATAM,610.5999999999999,238.12
2014-12-26,Consumer,EU,321.75,-193.05
2014-10-07,Consumer,APAC,457.812,121.93200000000002
2013-08-20,Consumer,EU,933.471,269.661
2013-02-06,Consumer,LATAM,333.66,13.320000000000002
2012-08-14,Consumer,APAC,427.68,37.98
2014-11-27,Consumer,EU,397.8,-175.07999999999998
2013-09-26,Corporate,US,499.95,174.9825
2011-01-11,Consumer,LATAM,451.5999999999999,-107.29999999999998
2011-04-18,Corporate,EU,311.76,12.24
2013-12-31,Home Office,EU,799.83,167.94
2012-10-17,Consumer,EU,821.5200000000001,353.22
2011-11-22,Corporate,US,675.12,290.3016
2012-06-23,Corporate,Africa,561.54,101.07
2011-07-21,Consumer,LATAM,272.72,73.6
2013-08-09,Corporate,LATAM,521.184,-321.416
2013-10-14,Home Office,LATAM,363.6,-78.83999999999999
2013-09-09,Corporate,EU,341.46,30.72
2013-11-19,Corporate,APAC,651.96,110.70000000000002
2014-01-30,Consumer,EMEA,644.76,77.03999999999999
2014-10-14,Consumer,LATAM,583.584,-330.736
2011-12-28,Consumer,APAC,195.72,74.28
2013-11-26,Corporate,US,563.4,67.608
2012-05-07,Consumer,LATAM,350.85688,20.37688
2011-08-16,Home Office,LATAM,266.22,5.28
2013-10-03,Corporate,US,735.98,331.191
2011-08-12,Consumer,US,272.61,98.1396
2013-09-16,Home Office,APAC,268.164,17.844
2012-06-14,Home Office,EU,558.18,184.17
2011-12-14,Consumer,APAC,679.8840000000001,-384.9660000000002
2014-11-17,Corporate,LATAM,971.8079999999998,72.76800000000007
2013-04-26,Consumer,EU,203.256,-50.90400000000001
2012-02-07,Home Office,APAC,492.26400000000007,54.62399999999999
2014-12-25,Corporate,EU,527.01,-189.75
2013-07-23,Home Office,EU,641.85,275.85
2013-09-16,Corporate,US,841.5680000000001,294.5487999999999
2012-04-26,Consumer,EU,1145.34,356.22
2013-12-03,Consumer,EU,963.6300000000002,395.01
2013-01-08,Consumer,EU,657.765,-65.83499999999992
2013-11-08,Consumer,APAC,894.42,62.55
2012-08-18,Home Office,APAC,439.3116,34.79159999999996
2013-06-06,Consumer,APAC,361.557,28.077
2013-12-02,Corporate,EMEA,556.92,150.36
2013-05-13,Corporate,LATAM,169.44,84.72
2013-05-14,Corporate,EU,508.68,214.74
2014-01-28,Home Office,APAC,335.64,164.39999999999998
2014-04-21,Consumer,EU,203.38800000000003,83.74800000000002
2013-09-20,Home Office,EU,330.939,27.189000000000007
2013-06-03,Corporate,LATAM,944.2,217.1
2014-11-04,Consumer,APAC,356.616,-124.82400000000004
2014-10-07,Consumer,LATAM,692.3280000000002,-1315.552
2014-11-25,Consumer,LATAM,672.1041599999999,-429.41584
2014-07-28,Consumer,EU,190.56,93.36
2012-12-29,Consumer,APAC,891.1080000000002,257.388
2011-11-04,Home Office,US,275.94,80.0226
2012-08-24,Consumer,Africa,217.44000000000003,-427.68
2011-02-01,Consumer,APAC,285.78000000000003,71.4
2013-04-18,Consumer,Africa,680.2800000000001,231.24
2011-10-06,Corporate,APAC,582.84,262.20000000000005
2011-10-19,Corporate,APAC,493.047,-21.93300000000001
2014-12-30,Corporate,EU,151.56,43.92
2013-11-17,Home Office,APAC,366.84,157.74
2012-06-13,Consumer,APAC,379.7388,-36.18119999999999
2014-09-02,Consumer,EMEA,720.4200000000001,43.2
2013-04-29,Corporate,US,369.576,41.57729999999995
2012-09-20,Consumer,EU,830.574,-83.106
2014-08-06,Consumer,LATAM,577.9,167.5
2012-10-05,Consumer,LATAM,1847.34,406.38
2014-03-12,Consumer,EU,238.65000000000003,-162.30000000000004
2013-12-11,Corporate,APAC,158.76000000000002,21.0
2014-12-23,Consumer,US,411.8,70.00599999999997
2014-09-24,Consumer,US,594.816,59.481600000000014
2014-10-15,Consumer,APAC,874.6800000000001,192.42
2013-09-24,Corporate,Africa,590.5799999999999,0.0
2013-08-19,Consumer,APAC,512.1899999999999,133.11
2013-11-11,Corporate,APAC,1077.066,-61.1339999999999
2014-08-11,Consumer,APAC,254.16,40.650000000000006
2014-05-08,Corporate,APAC,449.4959999999999,-30.024
2011-09-17,Consumer,EU,616.0050000000001,142.15499999999992
2014-07-09,Consumer,EU,2616.96,1151.4
2013-12-17,Consumer,APAC,1102.86,55.13999999999987
2011-04-18,Corporate,APAC,730.0125,-38.94749999999999
2014-05-08,Corporate,APAC,945.828,-392.89200000000005
2013-05-27,Consumer,US,388.43,-88.78399999999998
2013-11-27,Corporate,LATAM,151.75999999999996,75.84
2012-08-21,Corporate,EMEA,455.5199999999999,59.19
2013-02-11,Consumer,LATAM,1035.84,352.08
2014-10-22,Consumer,Africa,289.9200000000001,69.53999999999999
2014-11-26,Corporate,APAC,516.636,-155.00399999999996
2012-06-29,Consumer,EU,769.44,153.71999999999997
2012-11-12,Consumer,LATAM,1246.4799999999998,-140.31999999999994
2013-11-11,Consumer,EU,771.2819999999999,162.70200000000006
2012-03-19,Consumer,LATAM,417.144,-97.35600000000002
2013-09-30,Consumer,EU,346.67999999999995,69.3
2014-07-09,Home Office,APAC,413.64,8.19
2013-04-09,Consumer,EU,467.568,-0.0720000000000027
2012-09-15,Consumer,US,1056.86,306.4893999999999
2014-10-13,Consumer,US,673.3439999999999,-76.9536
2014-12-30,Consumer,EU,370.926,98.88600000000002
